Ind,ProjectID,SWE,AFP,EI,EO,EQ,ILF,EIF,NPDR,IS_Banking,IS_Communication,IS_Construction,IS_ElectronicsComputers,IS_Financial,IS_Government,IS_Insurance,IS_Manufacturing,IS_Medical,IS_ProfessionalServices,IS_ServiceIndustry,IS_Utilities,IS_WholesaleRetail,RS_M1,RS_M2
43,0.117081172,0.64084507,0.392307692,0.138888889,0.428571429,0,0.285714286,0.070422535,0.351724138,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
129,0.469344328,0.635814889,0.692307692,0.364197531,0.321428571,0.051194539,0.342857143,0,0.337931034,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
199,0.698497141,0.838028169,0.319230769,0.024691358,0.401785714,0.075085324,0.371428571,0.017605634,0.475862069,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
182,0.648978144,0.491616365,0.719230769,0.043209877,0.526785714,0.04778157,0.632653061,0,0.193103448,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
203,0.715432017,0.941649899,0.6,0.459876543,0,0.296928328,0.2,0,0.372413793,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
103,0.350135213,0.190811536,0.215384615,0.354938272,0.09375,0.013651877,0.057142857,0,0.313793103,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
14,0.032185131,0.719651241,0.292307692,0.083333333,0.200892857,0.068259386,0.040816327,0.362676056,0.448275862,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
134,0.485481225,0.089201878,0.084615385,0.216049383,0.09375,0.071672355,0,0,0.313793103,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
268,0.934787427,0.614017438,0.134615385,0.111111111,0.1875,0.232081911,0,0,0.596551724,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
154,0.539566432,0.570757881,0.330769231,0.179012346,0.276785714,0.156996587,0.208163265,0,0.437931034,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
115,0.430952698,0.460764588,0.373076923,0.271604938,0.3125,0.064846416,0.114285714,0,0.317241379,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
109,0.419160349,0.281690141,0.1,0.046296296,0.089285714,0.027303754,0.346938776,0.095070423,0.334482759,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70,0.240546172,0.352112676,0.769230769,1,0.303571429,0.04778157,0,0,0.082758621,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
259,0.903178614,0.609322602,0.211538462,0.348765432,0,0.184300341,0.069387755,0,0.448275862,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
158,0.553930044,0.09121395,0.665384615,0.166666667,0.049107143,0.102389078,0.375510204,0.404929577,0.05862069,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
236,0.811233763,0.199530516,0.919230769,0.777777778,0.120535714,0.09556314,0,0,0.089655172,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
155,0.544841956,0.312206573,0.457692308,0.24691358,0.602678571,0.068259386,0.057142857,0.035211268,0.227586207,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
235,0.810391453,0.324279007,0.473076923,0,0.102678571,0.102389078,0.448979592,0.313380282,0.182758621,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,0.036795673,0.315895372,0.115384615,0.111111111,0.129464286,0.098976109,0.057142857,0.179577465,0.348275862,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
228,0.792658598,0.422870557,0.938461538,0.398148148,0.428571429,0.071672355,0.428571429,0.176056338,0.103448276,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
146,0.511371193,0.298457411,0.469230769,0.052469136,0.558035714,0,0.379591837,0,0.193103448,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
205,0.716673316,0.027498323,0.103846154,0.012345679,0.5,0,0,0.14084507,0.165517241,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22,0.045396108,0.004024145,0.123076923,0.271604938,0.022321429,0.197952218,0.040816327,0,0.14137931,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
138,0.492929024,0.224346076,0.4,0.043209877,0.160714286,0.470989761,0,0.221830986,0.144827586,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
58,0.18344638,0.29342723,0.096153846,0.145061728,0.040178571,0.194539249,0.126530612,0.035211268,0.344827586,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
162,0.56381611,0.815560027,0.315384615,0.225308642,0.142857143,0.269624573,0.089795918,0.017605634,0.479310345,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
75,0.260805958,0.511737089,0.346153846,0.259259259,0.191964286,0.064846416,0.265306122,0.052816901,0.303448276,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
64,0.205612448,0.444332663,0.611538462,0.62037037,0,0.122866894,0.310204082,0,0.224137931,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
69,0.234871658,0.577464789,0.092307692,0.108024691,0.03125,0.194539249,0.097959184,0.070422535,0.689655172,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
283,0.979075232,0.439973172,0.038461538,0.055555556,0.09375,0.102389078,0.285714286,0,0.503448276,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131,0.478033426,0.043930248,0.569230769,0.148148148,0.491071429,0.160409556,0.2,0,0.068965517,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
168,0.599592144,0.59054326,0.976923077,0.311728395,0.125,0.389078498,0.526530612,0,0.165517241,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
76,0.26271224,0.94600939,0.511538462,0.104938272,0.151785714,0,0.489795918,0.26056338,0.455172414,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
118,0.449705191,0.867538565,0.426923077,0.259259259,0.160714286,0.167235495,0.126530612,0,0.537931034,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
213,0.741454981,0.026492287,0.019230769,0.132716049,0,0.262798635,0.146938776,0,0.220689655,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
180,0.642328324,0.769953052,0.607692308,0.234567901,0.330357143,0.279863481,0.142857143,0.070422535,0.310344828,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
99,0.325131888,0.468812877,0.323076923,0.314814815,0.28125,0.020477816,0.114285714,0,0.424137931,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
135,0.487609168,0.924211938,0.669230769,0.166666667,0.5,0.368600683,0.183673469,0,0.317241379,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
176,0.627166733,0.647216633,0.042307692,0.141975309,0,0.273037543,0.057142857,0,0.651724138,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
275,0.9481314,0.087525151,0.511538462,0.098765432,0.183035714,0.177474403,0.346938776,0.183098592,0.079310345,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
84,0.278583145,0.420858484,0.880769231,0.055555556,0.379464286,0.051194539,0.612244898,0.316901408,0.127586207,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
