,IndProjectID,SWE,AFP,EI,EO,EQ,ILF,EIF,NPDR,IS_Banking,IS_Communication,IS_Construction,IS_Electronics & Computers,IS_Financial,IS_Government,IS_Insurance,IS_Manufacturing,IS_Medical & Health Care,IS_Mining,IS_Professional Services,IS_Service Industry,IS_Utilities,IS_Wholesale & Retail,RS_M1,RS_M2,RS_S
43,0.21659627998921732,0.7153496069507654,0.33684210526315783,0.1783783783783784,0.30573248407643316,0.3235294117647059,0.24475524475524474,0.7346938775510203,0.5339130434782609,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
103,0.5875640219247011,0.0,0.5494736842105262,0.6216216216216217,0.07643312101910828,0.6102941176470588,0.4685314685314685,0.40816326530612246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
14,0.06235960104232191,0.06219831747345195,0.0,0.010810810810810811,0.06369426751592357,0.022058823529411763,0.1678321678321678,0.44897959183673464,0.14608695652173914,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
115,0.6580106029292838,0.16080540615087574,0.36,0.1945945945945946,0.2611464968152867,0.5735294117647058,0.3146853146853147,0.14285714285714285,0.09043478260869565,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
181,1.0,0.021790097917528617,0.7705263157894736,0.3675675675675676,0.9617834394904459,0.5294117647058824,0.2937062937062937,0.510204081632653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
70,0.3627010513073951,0.5258585022755482,0.48631578947368415,0.2918918918918919,0.24203821656050956,0.47058823529411764,0.4685314685314685,0.8979591836734693,0.2156521739130435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
15,0.07022194267229759,0.2235553716728727,0.0694736842105263,0.043243243243243246,0.19745222929936307,0.04411764705882353,0.02797202797202797,0.40816326530612246,0.36000000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22,0.09816695120855418,0.7272100399944836,0.7073684210526315,1.0000000000000002,0.03184713375796179,0.7058823529411764,0.5664335664335665,0.1020408163265306,0.21391304347826087,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
58,0.298544343606793,0.3229899324231141,0.40421052631578946,0.34054054054054056,0.5541401273885351,0.3088235294117647,0.21678321678321677,0.1020408163265306,0.1565217391304348,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
75,0.40497798544343605,0.04164942766514963,0.4084210526315789,0.22162162162162163,0.21019108280254778,0.36764705882352944,0.5664335664335665,0.510204081632653,0.02434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
64,0.3284212418007008,0.11157081781823197,0.09263157894736843,0.04864864864864865,0.15923566878980894,0.21323529411764705,0.11888111888111887,0.0,0.17043478260869566,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
69,0.36175757031179795,0.1372224520755758,0.7157894736842104,0.8972972972972975,0.19745222929936307,0.375,0.6923076923076923,0.04081632653061225,0.052173913043478265,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
175,0.9555665378740228,0.3766377051441181,0.6399999999999999,0.2918918918918919,0.5987261146496816,0.5441176470588235,0.6153846153846154,0.3061224489795918,0.1582608695652174,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
131,0.7345224189055621,0.4202179009791753,0.22105263157894736,0.17297297297297298,0.1910828025477707,0.2573529411764706,0.22377622377622375,0.0,0.3878260869565217,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
76,0.4177374427172253,0.20190318576748034,0.09052631578947365,0.0972972972972973,0.07643312101910828,0.11029411764705882,0.02797202797202797,0.6122448979591836,0.26782608695652177,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
34,0.1556743642735196,0.7368638808440215,0.5663157894736842,0.2756756756756757,0.4840764331210191,0.9191176470588235,0.1258741258741259,0.7142857142857142,0.2886956521739131,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
94,0.531179800521161,0.761274306992139,0.30947368421052635,0.0918918918918919,0.17197452229299365,0.7573529411764706,0.03496503496503496,0.6326530612244897,0.4434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
118,0.679935304160302,0.7538270583367812,0.34947368421052627,0.2756756756756757,0.10828025477707008,0.6102941176470588,0.2727272727272727,0.24489795918367346,0.4017391304347826,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
97,0.5521610207565819,0.20328230588884294,0.3621052631578947,0.3621621621621622,0.802547770700637,0.125,0.02797202797202797,0.1020408163265306,0.13391304347826086,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
102,0.5713900620001797,0.4102882361053648,0.28421052631578947,0.32432432432432434,0.14649681528662423,0.5588235294117647,0.08391608391608392,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
92,0.5224638332285021,0.025513722245207565,0.21684210526315786,0.25405405405405407,0.2229299363057325,0.022058823529411763,0.19580419580419578,0.7142857142857142,0.05391304347826087,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
124,0.6941324467607153,0.6658391945938491,0.14736842105263157,0.043243243243243246,0.1910828025477707,0.1764705882352941,0.2727272727272727,0.1020408163265306,0.6121739130434782,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
99,0.564381346032887,0.05778513308509173,0.33052631578947367,0.5621621621621622,0.06369426751592357,0.27941176470588236,0.13286713286713286,0.40816326530612246,0.04347826086956523,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
105,0.5994249258693503,0.7545166183974625,0.1494736842105263,0.05945945945945946,0.12738853503184716,0.4926470588235294,0.0,0.18367346938775508,0.6834782608695653,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
135,0.7512355108275677,0.8033374706936975,0.2294736842105263,0.12432432432432433,0.03184713375796179,0.34558823529411764,0.15384615384615385,0.1020408163265306,0.7530434782608697,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
169,0.9220504986970977,0.6527375534409048,0.5073684210526316,0.654054054054054,0.178343949044586,0.4338235294117647,0.24475524475524474,0.1020408163265306,0.2886956521739131,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
157,0.8265342798095068,0.12260377878913253,0.2336842105263158,0.16216216216216217,0.08917197452229299,0.125,0.48251748251748244,0.04081632653061225,0.13217391304347825,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
179,0.9887231557192919,0.326713556750793,0.7389473684210526,0.42162162162162165,0.9044585987261147,0.5808823529411764,0.42657342657342656,0.5510204081632653,0.08695652173913045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
39,0.170230928205589,0.18121638394704181,0.13894736842105262,0.15135135135135136,0.20382165605095542,0.1764705882352941,0.02797202797202797,0.2857142857142857,0.2173913043478261,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
84,0.4635636625033695,0.3418838780857813,0.5663157894736842,0.637837837837838,0.24203821656050956,0.6029411764705882,0.34265734265734266,0.1020408163265306,0.12695652173913044,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,0.01087249528259504,0.022755482002482424,0.2863157894736842,0.10810810810810811,0.20382165605095542,0.47058823529411764,0.32167832167832167,0.20408163265306117,0.029565217391304355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
55,0.2822805283493575,0.740863329195973,0.5642105263157894,0.35135135135135137,0.46496815286624205,0.7647058823529411,0.3986013986013986,0.1020408163265306,0.26782608695652177,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
49,0.25163985982568066,0.32974762101779065,0.7094736842105263,0.4810810810810811,0.7579617834394905,0.9926470588235293,0.02797202797202797,0.5306122448979591,0.09217391304347827,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
68,0.3599604636535178,0.06688732588608468,0.5157894736842105,0.8378378378378379,0.2356687898089172,0.04411764705882353,0.4685314685314685,0.20408163265306117,0.026086956521739132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
172,0.94765926857759,0.4213211970762654,0.4378947368421052,0.1945945945945946,0.4713375796178344,0.5294117647058824,0.2867132867132867,0.0,0.2573913043478261,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
78,0.4247910863509749,0.19073231278444353,0.16631578947368422,0.010810810810810811,0.07006369426751592,0.03676470588235294,0.5244755244755245,0.44897959183673464,0.18782608695652173,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
176,0.9608680025159493,0.1108812577575507,0.391578947368421,0.10270270270270271,0.20382165605095542,0.3602941176470588,0.5244755244755245,0.9591836734693876,0.059130434782608696,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
153,0.8111690178812112,0.14218728451248105,0.07578947368421052,0.010810810810810811,0.2993630573248408,0.13970588235294118,0.02797202797202797,0.0,0.21913043478260869,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
111,0.627819211070177,0.05819886912150049,0.15368421052631578,0.05945945945945946,0.21019108280254778,0.24999999999999997,0.0,0.6326530612244897,0.09391304347826088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
32,0.14489172432383862,0.2766514963453317,0.4905263157894736,0.6108108108108108,0.025477707006369435,0.411764705882353,1.0,0.510204081632653,0.08521739130434783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
73,0.36926049061011773,0.7153496069507654,0.42315789473684207,0.17297297297297298,0.32484076433121023,0.9485294117647058,0.17482517482517484,0.0,0.3565217391304348,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
47,0.24135142420702665,0.005516480485450281,0.11157894736842103,0.032432432432432434,0.535031847133758,0.0,0.0,0.510204081632653,0.03826086956521739,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
180,0.9954623056878427,0.4963453316783892,0.48842105263157887,0.5405405405405406,0.15286624203821658,0.4338235294117647,0.4195804195804196,0.510204081632653,0.20347826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
113,0.6523047892892444,0.7630671631499104,0.6442105263157895,0.2810810810810811,0.9363057324840764,0.6102941176470588,0.3846153846153846,0.1020408163265306,0.24521739130434783,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
96,0.5506784077635007,0.49220797131430155,0.22315789473684208,0.2594594594594595,0.0,0.3088235294117647,0.24475524475524474,0.1020408163265306,0.4295652173913044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
57,0.2905022913109893,0.04344228382292098,0.3536842105263157,0.42162162162162165,0.01910828025477708,0.30147058823529416,0.34965034965034963,0.9183673469387755,0.04000000000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
123,0.6937730254290593,0.5396497034891738,0.4821052631578947,0.32432432432432434,0.4968152866242038,0.2647058823529412,0.3706293706293706,0.1020408163265306,0.2556521739130435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
106,0.6036481265163087,0.044683491932147296,0.3157894736842105,0.46486486486486495,0.2611464968152867,0.29411764705882354,0.3706293706293706,0.0,0.05391304347826087,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
83,0.4623955431754874,0.003447800303406426,0.10105263157894737,0.043243243243243246,0.19745222929936307,0.15441176470588233,0.1678321678321678,0.0,0.059130434782608696,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
17,0.07871327163267144,0.08164391118466419,0.8484210526315789,0.41621621621621624,0.6496815286624205,0.9191176470588235,0.6293706293706294,0.9183673469387755,0.010434782608695653,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
98,0.5594842303890737,0.7865122052130742,0.16,0.07027027027027027,0.13375796178343952,0.03676470588235294,0.1678321678321678,0.9999999999999999,0.6869565217391305,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
66,0.35057058136400393,0.31705971590125503,0.31157894736842107,0.5243243243243243,0.10191082802547773,0.022058823529411763,0.2727272727272727,0.0,0.26260869565217393,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
126,0.7036571120496002,0.5225486139842781,0.14315789473684207,0.14594594594594595,0.07643312101910828,0.022058823529411763,0.32167832167832167,0.3061224489795918,0.4991304347826087,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
109,0.6181148351154642,0.4300096538408496,0.5242105263157895,0.9891891891891893,0.006369426751592355,0.5367647058823529,0.19580419580419578,0.0,0.16521739130434784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
